FREQ,ANGLE,PHASE,AMPLITUDE,FWHM,THETA_CUT,THETA_MAX,DATASET,PHASE_SM,s_AMP,s_Uniform
0.9,-0.1963495408493621,-0.4294906223307644,-6.029,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.4223808583453768,4.007744252804311,1.0
0.9,-0.19198621771937627,-0.41479495002897204,-5.751000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.40711638059592126,3.7592395401291756,1.0
0.9,-0.18762289458939044,-0.39983747833938077,-5.4830000000000005,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.39191488675473746,3.534272243662738,1.0
0.9,-0.1832595714594046,-0.3848451000647495,-5.222000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.37677839320599926,3.328127839596526,1.0
0.9,-0.17889624832941878,-0.36898005716412086,-4.957000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3617117921604885,3.1311220745994897,1.0
0.9,-0.17453292519943298,-0.3533419070662518,-4.727,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3468215024249075,2.9696139863991644,1.0
0.9,-0.17016960206944715,-0.33866368805697955,-4.535,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3321395679798789,2.8411881849832445,1.0
0.9,-0.16580627893946132,-0.324683600748505,-4.3770000000000024,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.31773582182876947,2.739681013531024,1.0
0.9,-0.16144295580947549,-0.3106686068549904,-4.193000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.303470313687733,2.6260319155785288,1.0
0.9,-0.15707963267948968,-0.29668851954651587,-3.993000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.28917252356663015,2.507841010033165,1.0
0.9,-0.15271630954950385,-0.2819753939522036,-3.775000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.2748927751255602,2.385063795465107,1.0
0.9,-0.14835298641951802,-0.2675415210382106,-3.5630000000000024,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.26077160042478703,2.271433360656508,1.0
0.9,-0.1439896632895322,-0.25359634031477607,-3.3610000000000007,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.24681935244010084,2.1682032946046155,1.0
0.9,-0.13962634015954636,-0.24057618409489812,-3.1690000000000005,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.23308116512151436,2.0744358059621346,1.0
0.9,-0.13526301702956056,-0.2267182698340633,-2.975999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.21935007150856184,1.984266498484642,1.0
0.9,-0.13089969389957473,-0.21287780886574836,-2.7929999999999993,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.20552092873600208,1.902391951949696,1.0
0.9,-0.1265363707695889,-0.1984439359517549,-2.620000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.1915927583616786,1.828100216142743,1.0
0.9,-0.12217304763960307,-0.18394024986768231,-2.4460000000000015,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.17763178373073243,1.7563052518731315,1.0
0.9,-0.11780972450961724,-0.16987289609660783,-2.276,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.16361280995763564,1.6888846947909175,1.0
0.9,-0.11344640137963143,-0.1568876464617701,-2.1159999999999997,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.14952530556701557,1.6277960863937972,1.0
0.9,-0.1090830782496456,-0.14411183633717162,-1.9619999999999997,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.13544313633058613,1.5710861496739585,1.0
0.9,-0.10471975511965977,-0.13060298792673541,-1.8079999999999998,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.12144777078006089,1.5163519007872888,1.0
0.9,-0.10035643198967395,-0.11662290061826108,-1.6590000000000025,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.10761658517894485,1.4652104249426918,1.0
0.9,-0.09599310885968812,-0.10140362954087045,-1.5060000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.09407897189132897,1.4144903860233164,1.0
0.9,-0.0916297857297023,-0.08709192967451695,-1.3599999999999994,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.08090703152638858,1.367728825595849,1.0
0.9,-0.08726646259971647,-0.07367034772668046,-1.2240000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.06821113632602525,1.325561860719859,1.0
0.9,-0.08290313946973066,-0.0611388836973612,-1.0940000000000012,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.05606677839148345,1.286470998029101,1.0
0.9,-0.07853981633974483,-0.04897393881096068,-0.9770000000000003,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.044640775499337294,1.2522758345971412,1.0
0.9,-0.074176493209759,-0.03811799086355605,-0.8719999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.034030013256359445,1.2223624492787322,1.0
0.9,-0.06981317007977318,-0.029059732045705333,-0.7750000000000021,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.02438624275213427,1.1953635256737192,1.0
0.9,-0.06544984694978737,-0.019949113350295145,-0.6870000000000012,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.015798429500843935,1.1713859212800273,1.0
0.9,-0.061086523819801536,-0.01144935989308249,-0.6000000000000014,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.008379570349363742,1.148153621496883,1.0
0.9,-0.056723200689815706,-0.0041713369122662325,-0.5199999999999996,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.002126848970946203,1.1271974561755103,1.0
0.9,-0.05235987755982988,0.001378810109075701,-0.44399999999999906,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.0030451169347477545,1.1076434916697429,1.0
0.9,-0.04799655442984406,0.005881759579221102,-0.3730000000000011,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.007137689253422332,1.0896825594561708,1.0
0.9,-0.04363323129985824,0.009058258817850717,-0.31400000000000006,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.010168988998258285,1.0749790488200823,1.0
0.9,-0.039269908169872414,0.011135200627724107,-0.2579999999999991,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.012172997200904263,1.0612067408888173,1.0
0.9,-0.03490658503988659,0.013299408900196985,-0.20599999999999952,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.013297584237797254,1.0485762093807725,1.0
0.9,-0.030543261909900768,0.014416419621473331,-0.16100000000000136,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.013605707572826408,1.0377673430708558,1.0
0.9,-0.026179938779914945,0.014241886696273909,-0.120000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.013142825099691415,1.0280162981264738,1.0
0.9,-0.021816615649929122,0.012444197566719772,-0.08600000000000207,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.012009022195460226,1.0199995965937207,1.0
0.9,-0.017453292519943295,0.010751228192285245,-0.05700000000000216,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.010284002229307275,1.0132112424127333,1.0
0.9,-0.013089969389957472,0.008272860654453318,-0.03200000000000003,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.00802049530014884,1.007395484811251,1.0
0.9,-0.008726646259971648,0.005724679946541578,-0.01699999999999946,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.005272137227005522,1.0039220659070254,1.0
0.9,-0.004363323129985824,0.002932153143350602,-0.0070000000000014495,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,0.0021506092487179962,1.0016131092283094,1.0
0.9,0.0,0.0,0.0,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.0013425813049052103,1.0,1.0
0.9,0.004363323129985825,-0.002949606435870278,-0.004000000000001336,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.005175820174458646,1.0009214583192962,1.0
0.9,0.008726646259971648,-0.006597344572538466,-0.012000000000000455,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.009206717581800443,1.0027669229965872,1.0
0.9,0.01308996938995747,-0.010698868314725107,-0.027000000000001023,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.013424371830201282,1.0062363452805982,1.0
0.9,0.0174532925199433,-0.015934856070707992,-0.04899999999999949,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.017880858520107977,1.0113465562971204,1.0
0.9,0.021816615649929122,-0.0211708438266911,-0.07199999999999918,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.022677234859649273,1.0167168004663756,1.0
0.9,0.026179938779914945,-0.02617993877991487,-0.10200000000000031,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.027823523269832826,1.0237643446432745,1.0
0.9,0.030543261909900768,-0.030874874467779367,-0.13500000000000156,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.033332945941961595,1.0315730794395115,1.0
0.9,0.03490658503988659,-0.035918876006043154,-0.1739999999999995,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.03916387941781382,1.0408784089172658,1.0
0.9,0.039269908169872414,-0.04185299546282395,-0.22100000000000009,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.045332772103370424,1.0522041248852432,1.0
0.9,0.043633231299858244,-0.04782202150464454,-0.272000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.051796089933766304,1.0646331870513126,1.0
0.9,0.04799655442984407,-0.05426228644450348,-0.3290000000000006,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.058480324136452475,1.0786983141660875,1.0
0.9,0.05235987755982989,-0.061592669302879655,-0.3940000000000019,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.06543953364057124,1.0949644014667426,1.0
0.9,0.056723200689815706,-0.06932447788921459,-0.46199999999999974,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.07263863997259576,1.1122438165659858,1.0
0.9,0.061086523819801536,-0.07714355293814923,-0.5429999999999993,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.08027866010690538,1.1331828679306941,1.0
0.9,0.06544984694978737,-0.08515461420480297,-0.6320000000000014,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.08835560094172654,1.156644774165646,1.0
0.9,0.06981317007977318,-0.0928515162060981,-0.722999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.09677678152712098,1.181136253934053,1.0
0.9,0.07417649320975901,-0.1009847505203918,-0.8210000000000015,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.10553880375992379,1.2080919765409506,1.0
0.9,0.07853981633974483,-0.10974630336540336,-0.9269999999999996,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.11463631265265734,1.2379411516551047,1.0
0.9,0.08290313946973066,-0.11847294962537491,-1.0399999999999991,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.12403409089878607,1.2705741052085415,1.0
0.9,0.08726646259971647,-0.12777555453850464,-1.1670000000000016,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.13361942592854772,1.308277884445236,1.0
0.9,0.0916297857297023,-0.13802063724771152,-1.3049999999999997,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.1434139624691052,1.3505168278550392,1.0
0.9,0.09599310885968813,-0.14828317324943807,-1.4430000000000014,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.15348643608194712,1.3941194940347452,1.0
0.9,0.10035643198967395,-0.159732533142521,-1.5990000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.16393176226734205,1.4451069842539648,1.0
0.9,0.10471975511965978,-0.17001252243676745,-1.7460000000000022,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.1746692327695764,1.4948582065638283,1.0
0.9,0.1090830782496456,-0.18043213807117353,-1.8930000000000007,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.1857498588026972,1.5463222322497003,1.0
0.9,0.11344640137963143,-0.19189895125677636,-2.053000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.19706246157113327,1.6043532559702047,1.0
0.9,0.11780972450961726,-0.20284216566678093,-2.215,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.2085821106331828,1.6653288277850236,1.0
0.9,0.12217304763960306,-0.21343631422638643,-2.3810000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.22028150877490082,1.7302147100114065,1.0
0.9,0.12653637076958887,-0.2247285944867896,-2.557000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.23215328462463586,1.8017726904025197,1.0
0.9,0.1308996938995747,-0.2373298716861889,-2.748000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.24406669715478402,1.8827818367346765,1.0
0.9,0.13526301702956053,-0.2500882285182673,-2.937000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.2559600780651081,1.9665273914171069,1.0
0.9,0.13962634015954636,-0.2628814919353857,-3.128,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.26776769323154553,2.0549440413453026,1.0
0.9,0.14398966328953217,-0.27469737097138736,-3.3240000000000016,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.2796549126007225,2.1498096103893594,1.0
0.9,0.148352986419518,-0.28740336792590604,-3.5340000000000025,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.29168966518045814,2.256316399628152,1.0
0.9,0.15271630954950383,-0.2992192469619075,-3.745000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.30391976241450414,2.3686451317841404,1.0
0.9,0.15707963267948966,-0.31140164514082813,-3.961000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.316458842426014,2.489430464841763,1.0
0.9,0.16144295580947546,-0.3234444169795889,-4.172000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.32922768445579587,2.6133645761890247,1.0
0.9,0.1658062789394613,-0.33564426845102924,-4.366,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3422024488929305,2.7327506105220856,1.0
0.9,0.17016960206944712,-0.34684928224883294,-4.531000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3554318529012737,2.8385725586841213,1.0
0.9,0.17453292519943295,-0.3593632929856321,-4.725000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.3690644742444972,2.9682467434632427,1.0
0.9,0.17889624832941878,-0.3736226329744259,-4.955000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.38320434512377277,3.12968047156367,1.0
0.9,0.18325957145940458,-0.3896622088002537,-5.222000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.39779858338498425,3.328127839596526,1.0
0.9,0.1876228945893904,-0.40622538340168,-5.507999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.4127740835324174,3.5546758199906976,1.0
0.9,0.19198621771937624,-0.4218809867920692,-5.792999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.42827367828762275,3.795770970025316,1.0
0.9,0.19634954084936207,-0.4374318704273388,-6.082000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.44423343174455454,4.056953220360451,1.0
0.9,0.2007128639793479,-0.4529303941850482,-6.379000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.4523628603542946,4.344101860128392,1.0
0.9,0.2050761871093337,-0.4694935687864743,-6.690000000000001,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.4689428050685518,4.666593803142888,1.0
0.9,0.20943951023931953,-0.4864407158233395,-7.07,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.48595086644250474,5.093308710571955,1.0
0.9,0.21380283336930536,-0.503859101758243,-7.477,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.5033870444761535,5.5937106816169635,1.0
0.9,0.2181661564992912,-0.5213996607407858,-7.8629999999999995,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.5212513391694978,6.113641945007665,1.0
0.9,0.222529479629277,-0.5385387939953701,-8.222999999999999,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.539543750522538,6.6420172626764025,1.0
0.9,0.22689280275926282,-0.5573359900393491,-8.584,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.5582642785352738,7.21771949668699,1.0
0.9,0.23125612588924865,-0.5771803836345246,-8.955000000000002,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.5774129232077054,7.861401911481288,1.0
0.9,0.23561944901923448,-0.5969549640596206,-9.332,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.5969896845398328,8.574326166361802,1.0
0.9,0.2399827721492203,-0.6173578630154342,-9.732,0.24283768083778534,0.3141592653589793,0.24283768083778534,Horizontal_Copolar,-0.616994562531656,9.401561688035697,1.0
0.925,-0.23125612588924868,-0.5880537848744494,-9.952,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.5885836509687252,9.890084450210654,1.0
0.925,-0.22689280275926285,-0.56632443568712,-9.502,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.5688876783598102,8.916614688795406,1.0
0.925,-0.22252947962927702,-0.5482253713439388,-9.092999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.549532689164054,8.115214434347237,1.0
0.925,-0.21816615649929122,-0.5307895321165155,-8.705999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.5305186833814566,7.423351070366168,1.0
0.925,-0.2138028333693054,-0.5122715887528556,-8.333999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.5118456610120179,6.8139665928283115,1.0
0.925,-0.20943951023931956,-0.49535934830103057,-7.984,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.4935136220557379,6.286370884130498,1.0
0.925,-0.20507618710933373,-0.4790056132098437,-7.642999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.47552256651261676,5.811657339622398,1.0
0.925,-0.2007128639793479,-0.4622504523906981,-7.299999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.4578724943826544,5.370317963702526,1.0
0.925,-0.1963495408493621,-0.4451287724286338,-6.964,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.4405634056658508,4.970499105762349,1.0
0.925,-0.19198621771937627,-0.4223347723975878,-6.671999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.42359530036220594,4.647292416762037,1.0
0.925,-0.18762289458939044,-0.40219367282957325,-6.3759999999999994,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.39881004796418473,4.3411020970734535,1.0
0.925,-0.1832595714594046,-0.3877074400380203,-6.080999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.3827778038434343,4.056019179899139,1.0
0.925,-0.17889624832941878,-0.37166786421219244,-5.784999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.36681674138956344,3.788785337484369,1.0
0.925,-0.17453292519943298,-0.357652870318678,-5.505000000000001,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.3509770189852801,3.552221184823196,1.0
0.925,-0.17016960206944715,-0.34369023630272333,-5.232999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.33524198328063815,3.33656815138526,1.0
0.925,-0.16580627893946132,-0.32932617655881,-4.9719999999999995,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.3198769110997495,3.141955284641072,1.0
0.925,-0.16144295580947549,-0.3147875838896972,-4.720999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.30501523418614807,2.96551414578262,1.0
0.925,-0.15707963267948968,-0.3005980570709833,-4.473999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.29083052024506834,2.8015604642568923,1.0
0.925,-0.15271630954950385,-0.2869670356129076,-4.235999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.27738254019229547,2.6521617055078806,1.0
0.925,-0.14835298641951802,-0.27382470634539036,-4.008000000000001,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.26421864553076296,2.516517761614644,1.0
0.925,-0.1439896632895322,-0.2580992897849214,-3.74,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.2513390147600533,2.365919697485758,1.0
0.925,-0.13962634015954636,-0.23972097276142112,-3.394,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.23904441306573568,2.1847412064790452,1.0
0.925,-0.13526301702956056,-0.22809707994313888,-3.1630000000000003,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.2272014087042759,2.0715718457933554,1.0
0.925,-0.13089969389957473,-0.21820106308433102,-2.9659999999999993,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.21594408791767764,1.9797028121790818,1.0
0.925,-0.1265363707695889,-0.2093696970692397,-2.773999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.2053735013029739,1.894087334415342,1.0
0.925,-0.12217304763960307,-0.20053833105414848,-2.5909999999999993,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.19554883799953257,1.8159337488353449,1.0
0.925,-0.11780972450961724,-0.1927716158827737,-2.4159999999999986,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.18640521671462987,1.7442149315611761,1.0
0.925,-0.11344640137963143,-0.18428931571808121,-2.2479999999999993,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.17792423215797198,1.6780310782909562,1.0
0.925,-0.1090830782496456,-0.17584192213842864,-2.087999999999999,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.1699636532177128,1.6173350557998507,1.0
0.925,-0.10471975511965977,-0.16671385015049833,-1.9349999999999987,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.1624207302452367,1.5613490379696497,1.0
0.925,-0.10035643198967395,-0.15781267096532725,-1.7829999999999995,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.15509032755357355,1.507648153015476,1.0
0.925,-0.09599310885968812,-0.15006340908647237,-1.6399999999999988,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.14763243649336702,1.458814260275348,1.0
0.925,-0.0916297857297023,-0.14304718549345524,-1.5079999999999991,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.1405168679659947,1.4151419329314292,1.0
0.925,-0.08726646259971647,-0.13693853311147508,-1.3810000000000002,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.13373195338763194,1.3743583962973451,1.0
0.925,-0.08290313946973066,-0.13044590829405617,-1.2599999999999998,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.12686596694329483,1.336595516546442,1.0
0.925,-0.07853981633974483,-0.12283627275536085,-1.1440000000000001,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.11954938805263893,1.3013676301074646,1.0
0.925,-0.074176493209759,-0.11519173063162574,-1.032,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.11189738861300887,1.2682357755555886,1.0
0.925,-0.06981317007977318,-0.10698868314725235,-0.9309999999999992,0.23248331051955723,0.2923426497090502,0.23248331051955723,Horizontal_Copolar,-0.10395284819080015,1.2390818628280957,1.0
